Year,RoundNumber,Driver,StartingCompound,StartingTyreLife,TyreLifeAtEnd,FirstStintLength
2024,9,STR,INTERMEDIATE,1.0,26.0,25.0
2024,9,TSU,INTERMEDIATE,1.0,45.0,44.0
2024,9,VER,INTERMEDIATE,1.0,26.0,25.0
2024,9,ZHO,INTERMEDIATE,1.0,25.0,24.0
2024,2,ALB,MEDIUM,1.0,8.0,7.0
2024,2,ALO,MEDIUM,2.0,9.0,7.0
2024,2,BEA,SOFT,1.0,8.0,7.0
2024,2,BOT,SOFT,1.0,8.0,7.0
2024,2,GAS,MEDIUM,1.0,2.0,1.0
2024,2,HAM,MEDIUM,1.0,37.0,36.0
2024,2,HUL,MEDIUM,1.0,34.0,33.0
2024,2,LEC,MEDIUM,1.0,8.0,7.0
2024,2,MAG,MEDIUM,1.0,8.0,7.0
2024,2,NOR,MEDIUM,1.0,38.0,37.0
2024,2,OCO,MEDIUM,1.0,8.0,7.0
2024,2,PER,MEDIUM,1.0,8.0,7.0
2024,2,PIA,MEDIUM,1.0,8.0,7.0
2024,2,RIC,MEDIUM,1.0,8.0,7.0
2024,2,RUS,MEDIUM,1.0,8.0,7.0
2024,2,SAR,MEDIUM,1.0,8.0,7.0
2024,2,STR,MEDIUM,2.0,8.0,6.0
2024,2,TSU,MEDIUM,1.0,8.0,7.0
2024,2,VER,MEDIUM,1.0,8.0,7.0
2024,2,ZHO,MEDIUM,1.0,42.0,41.0
2024,3,ALB,MEDIUM,1.0,7.0,6.0
2024,3,ALO,HARD,2.0,19.0,17.0
2024,3,BOT,MEDIUM,2.0,10.0,8.0
2024,3,GAS,MEDIUM,1.0,18.0,17.0
2024,3,HAM,SOFT,1.0,8.0,7.0
2024,3,HUL,HARD,1.0,18.0,17.0
2024,3,LEC,MEDIUM,1.0,10.0,9.0
2024,3,MAG,MEDIUM,1.0,8.0,7.0
2024,3,NOR,MEDIUM,1.0,15.0,14.0
2024,3,OCO,MEDIUM,1.0,10.0,9.0
2024,3,PER,MEDIUM,1.0,15.0,14.0
2024,3,PIA,MEDIUM,1.0,10.0,9.0
2024,3,RIC,SOFT,1.0,6.0,5.0
2024,3,RUS,MEDIUM,1.0,9.0,8.0
2024,3,SAI,MEDIUM,1.0,17.0,16.0
2024,3,STR,MEDIUM,2.0,10.0,8.0
2024,3,TSU,MEDIUM,1.0,10.0,9.0
2024,3,VER,MEDIUM,1.0,5.0,4.0
2024,3,ZHO,SOFT,1.0,7.0,6.0
2024,11,ALB,MEDIUM,1.0,13.0,12.0
2024,11,ALO,MEDIUM,4.0,15.0,11.0
2024,11,BOT,MEDIUM,1.0,20.0,19.0
2024,11,GAS,MEDIUM,1.0,21.0,20.0
2024,11,HAM,MEDIUM,1.0,22.0,21.0
2024,11,HUL,MEDIUM,1.0,12.0,11.0
2024,11,LEC,MEDIUM,1.0,2.0,1.0
2024,11,MAG,MEDIUM,1.0,11.0,10.0
2024,11,NOR,MEDIUM,1.0,24.0,23.0
2024,11,OCO,MEDIUM,1.0,20.0,19.0
2024,11,PER,MEDIUM,1.0,22.0,21.0
2024,11,PIA,MEDIUM,1.0,26.0,25.0
2024,11,RIC,MEDIUM,1.0,11.0,10.0
2024,11,RUS,MEDIUM,1.0,23.0,22.0
2024,11,SAI,MEDIUM,1.0,23.0,22.0
2024,11,SAR,MEDIUM,1.0,2.0,1.0
2024,11,STR,MEDIUM,2.0,22.0,20.0
2024,11,TSU,MEDIUM,1.0,22.0,21.0
2024,11,VER,MEDIUM,1.0,24.0,23.0
2024,11,ZHO,HARD,1.0,29.0,28.0
2024,10,ALB,MEDIUM,1.0,19.0,18.0
2024,10,ALO,SOFT,1.0,20.0,19.0
2024,10,BOT,SOFT,1.0,12.0,11.0
2024,10,GAS,SOFT,4.0,18.0,14.0
2024,10,HAM,SOFT,4.0,20.0,16.0
2024,10,HUL,SOFT,1.0,13.0,12.0
2024,10,LEC,SOFT,1.0,25.0,24.0
2024,10,MAG,SOFT,1.0,11.0,10.0
2024,10,NOR,SOFT,1.0,24.0,23.0
2024,10,OCO,SOFT,4.0,17.0,13.0
2024,10,PER,SOFT,4.0,17.0,13.0
2024,10,PIA,SOFT,4.0,25.0,21.0
2024,10,RIC,SOFT,1.0,17.0,16.0
2024,10,RUS,SOFT,4.0,19.0,15.0
2024,10,SAI,SOFT,1.0,16.0,15.0
2024,10,SAR,SOFT,1.0,15.0,14.0
2024,10,STR,SOFT,1.0,18.0,17.0
2024,10,TSU,SOFT,1.0,10.0,9.0
2024,10,VER,SOFT,4.0,21.0,17.0
2024,10,ZHO,SOFT,1.0,10.0,9.0
2024,16,ALB,MEDIUM,1.0,18.0,17.0
2024,16,ALO,MEDIUM,2.0,14.0,12.0
2024,16,BOT,HARD,2.0,35.0,33.0
2024,16,COL,MEDIUM,1.0,17.0,16.0
2024,16,GAS,MEDIUM,1.0,11.0,10.0
2024,16,HAM,MEDIUM,1.0,16.0,15.0
2024,16,HUL,MEDIUM,1.0,6.0,5.0
2024,16,LEC,MEDIUM,1.0,16.0,15.0
2024,16,MAG,MEDIUM,1.0,15.0,14.0
2024,16,NOR,MEDIUM,1.0,15.0,14.0
2024,16,OCO,HARD,1.0,32.0,31.0
2024,16,PER,HARD,1.0,24.0,23.0
2024,16,PIA,MEDIUM,1.0,17.0,16.0
2024,16,RIC,MEDIUM,1.0,12.0,11.0
2024,16,RUS,MEDIUM,1.0,12.0,11.0
2024,16,SAI,MEDIUM,1.0,20.0,19.0
2024,16,STR,HARD,2.0,21.0,19.0
2024,16,TSU,HARD,2.0,9.0,7.0
2024,16,VER,HARD,1.0,23.0,22.0
2024,16,ZHO,MEDIUM,2.0,17.0,15.0
2024,17,ALB,HARD,1.0,32.0,31.0
2024,17,ALO,MEDIUM,2.0,13.0,11.0
2024,17,BEA,MEDIUM,1.0,15.0,14.0
2024,17,BOT,MEDIUM,2.0,13.0,11.0
2024,17,COL,MEDIUM,1.0,11.0,10.0
2024,17,GAS,HARD,1.0,51.0,50.0
2024,17,HAM,MEDIUM,1.0,13.0,12.0
2024,17,HUL,MEDIUM,1.0,16.0,15.0
2024,17,LEC,MEDIUM,1.0,17.0,16.0
2024,17,NOR,HARD,1.0,38.0,37.0
2024,17,OCO,HARD,4.0,53.0,49.0
2024,17,PER,MEDIUM,1.0,14.0,13.0
2024,17,PIA,MEDIUM,1.0,16.0,15.0
2024,17,RIC,HARD,2.0,51.0,49.0
2024,17,RUS,MEDIUM,1.0,13.0,12.0
2024,17,SAI,MEDIUM,1.0,18.0,17.0
2024,17,STR,MEDIUM,2.0,3.0,1.0
2024,17,TSU,MEDIUM,2.0,14.0,12.0
2024,17,VER,MEDIUM,1.0,13.0,12.0
2024,17,ZHO,HARD,2.0,36.0,34.0
2024,5,ALB,MEDIUM,1.0,10.0,9.0
2024,5,ALO,MEDIUM,1.0,12.0,11.0
2024,5,BOT,MEDIUM,1.0,10.0,9.0
2024,5,GAS,MEDIUM,1.0,12.0,11.0
2024,5,HAM,SOFT,1.0,10.0,9.0
2024,5,HUL,MEDIUM,1.0,9.0,8.0
2024,5,LEC,MEDIUM,1.0,22.0,21.0
2024,5,MAG,HARD,1.0,18.0,17.0
2024,5,NOR,MEDIUM,1.0,23.0,22.0
2024,5,OCO,MEDIUM,1.0,10.0,9.0
2024,5,PER,MEDIUM,1.0,14.0,13.0
2024,5,PIA,MEDIUM,1.0,17.0,16.0
2024,5,RIC,MEDIUM,1.0,15.0,14.0
2024,5,RUS,MEDIUM,1.0,12.0,11.0
2024,5,SAI,MEDIUM,1.0,18.0,17.0
2024,5,SAR,SOFT,1.0,13.0,12.0
2024,5,STR,SOFT,1.0,10.0,9.0
2024,5,TSU,SOFT,1.0,9.0,8.0
2024,5,VER,MEDIUM,1.0,14.0,13.0
2024,5,ZHO,MEDIUM,1.0,9.0,8.0
2024,4,ALB,SOFT,1.0,2.0,1.0
2024,4,ALO,SOFT,1.0,2.0,1.0
2024,4,BOT,SOFT,1.0,2.0,1.0
2024,4,GAS,SOFT,1.0,2.0,1.0
2024,4,HAM,MEDIUM,1.0,2.0,1.0
2024,4,HUL,SOFT,1.0,2.0,1.0
2024,4,LEC,MEDIUM,1.0,2.0,1.0
2024,4,MAG,MEDIUM,1.0,2.0,1.0
2024,4,NOR,MEDIUM,1.0,2.0,1.0
2024,4,OCO,SOFT,1.0,2.0,1.0
2024,4,PER,MEDIUM,1.0,2.0,1.0
2024,4,PIA,MEDIUM,1.0,2.0,1.0
2024,4,RIC,MEDIUM,1.0,2.0,1.0
2024,4,RUS,MEDIUM,1.0,2.0,1.0
2024,4,SAI,MEDIUM,1.0,2.0,1.0
2024,4,SAR,SOFT,1.0,2.0,1.0
2024,4,STR,SOFT,1.0,2.0,1.0
2024,4,TSU,MEDIUM,1.0,2.0,1.0
2024,4,VER,MEDIUM,1.0,2.0,1.0
2024,4,ZHO,MEDIUM,1.0,2.0,1.0
