Year,Round,GrandPrix,Driver,Team,FP2_LapTime,FP2_GapToBest
2024,13,Hungarian Grand Prix,VER,Red Bull Racing,78.031,0.243
2024,13,Hungarian Grand Prix,ZHO,Kick Sauber,80.067,2.279
2024,14,Belgian Grand Prix,ALB,Williams,103.892,1.6320000000000001
2024,14,Belgian Grand Prix,ALO,Aston Martin,103.538,1.278
2024,14,Belgian Grand Prix,BOT,Kick Sauber,103.675,1.415
2024,14,Belgian Grand Prix,GAS,Alpine,103.829,1.569
2024,14,Belgian Grand Prix,HAM,Mercedes,103.519,1.259
2024,14,Belgian Grand Prix,HUL,Haas F1 Team,103.846,1.5859999999999999
2024,14,Belgian Grand Prix,LEC,Ferrari,102.837,0.577
2024,14,Belgian Grand Prix,MAG,Haas F1 Team,103.485,1.225
2024,14,Belgian Grand Prix,NOR,McLaren,102.26,0.0
2024,14,Belgian Grand Prix,OCO,Alpine,103.401,1.141
2024,14,Belgian Grand Prix,PER,Red Bull Racing,103.504,1.244
2024,14,Belgian Grand Prix,PIA,McLaren,102.475,0.215
2024,14,Belgian Grand Prix,RIC,RB,103.823,1.563
2024,14,Belgian Grand Prix,RUS,Mercedes,103.29,1.03
2024,14,Belgian Grand Prix,SAI,Ferrari,103.098,0.838
2024,14,Belgian Grand Prix,SAR,Williams,104.226,1.966
2024,14,Belgian Grand Prix,STR,Aston Martin,103.532,1.272
2024,14,Belgian Grand Prix,TSU,RB,104.348,2.088
2024,14,Belgian Grand Prix,VER,Red Bull Racing,102.477,0.217
2024,14,Belgian Grand Prix,ZHO,Kick Sauber,104.302,2.042
2024,15,Dutch Grand Prix,ALB,Williams,71.55,0.848
2024,15,Dutch Grand Prix,ALO,Aston Martin,71.357,0.655
2024,15,Dutch Grand Prix,BOT,Kick Sauber,72.206,1.504
2024,15,Dutch Grand Prix,GAS,Alpine,71.644,0.942
2024,15,Dutch Grand Prix,HAM,Mercedes,70.813,0.111
2024,15,Dutch Grand Prix,HUL,Haas F1 Team,73.296,2.594
2024,15,Dutch Grand Prix,LEC,Ferrari,71.443,0.741
2024,15,Dutch Grand Prix,MAG,Haas F1 Team,71.43,0.728
2024,15,Dutch Grand Prix,NOR,McLaren,70.961,0.259
2024,15,Dutch Grand Prix,OCO,Alpine,72.061,1.359
2024,15,Dutch Grand Prix,PER,Red Bull Racing,71.581,0.879
2024,15,Dutch Grand Prix,PIA,McLaren,70.763,0.061
2024,15,Dutch Grand Prix,RIC,RB,71.63,0.928
2024,15,Dutch Grand Prix,RUS,Mercedes,70.702,0.0
2024,15,Dutch Grand Prix,SAI,Ferrari,73.108,2.406
2024,15,Dutch Grand Prix,SAR,Williams,71.818,1.116
2024,15,Dutch Grand Prix,STR,Aston Martin,71.576,0.874
2024,15,Dutch Grand Prix,TSU,RB,71.374,0.672
2024,15,Dutch Grand Prix,VER,Red Bull Racing,70.986,0.284
2024,15,Dutch Grand Prix,ZHO,Kick Sauber,71.934,1.232
2024,16,Italian Grand Prix,ALB,Williams,81.592,0.854
2024,16,Italian Grand Prix,ALO,Aston Martin,81.316,0.578
2024,16,Italian Grand Prix,BOT,Kick Sauber,81.461,0.723
2024,16,Italian Grand Prix,COL,Williams,81.784,1.046
2024,16,Italian Grand Prix,GAS,Alpine,81.819,1.081
2024,16,Italian Grand Prix,HAM,Mercedes,80.738,0.0
2024,16,Italian Grand Prix,HUL,Haas F1 Team,81.14,0.402
2024,16,Italian Grand Prix,LEC,Ferrari,80.892,0.154
2024,16,Italian Grand Prix,MAG,Haas F1 Team,81.499,0.761
2024,16,Italian Grand Prix,NOR,McLaren,80.741,0.003
2024,16,Italian Grand Prix,OCO,Alpine,81.867,1.129
2024,16,Italian Grand Prix,PER,Red Bull Racing,81.678,0.94
2024,16,Italian Grand Prix,PIA,McLaren,80.858,0.12
2024,16,Italian Grand Prix,RIC,RB,81.3,0.562
2024,16,Italian Grand Prix,RUS,Mercedes,81.086,0.348
2024,16,Italian Grand Prix,SAI,Ferrari,80.841,0.103
2024,16,Italian Grand Prix,STR,Aston Martin,81.363,0.625
2024,16,Italian Grand Prix,TSU,RB,81.735,0.997
2024,16,Italian Grand Prix,VER,Red Bull Racing,81.61,0.872
2024,16,Italian Grand Prix,ZHO,Kick Sauber,82.223,1.4849999999999999
2024,17,Azerbaijan Grand Prix,ALB,Williams,104.737,1.2530000000000001
2024,17,Azerbaijan Grand Prix,ALO,Aston Martin,104.683,1.199
2024,17,Azerbaijan Grand Prix,BEA,Haas F1 Team,104.547,1.063
2024,17,Azerbaijan Grand Prix,BOT,Kick Sauber,104.785,1.301
2024,17,Azerbaijan Grand Prix,COL,Williams,104.749,1.2650000000000001
2024,17,Azerbaijan Grand Prix,GAS,Alpine,105.391,1.907
2024,17,Azerbaijan Grand Prix,HAM,Mercedes,103.55,0.066
2024,17,Azerbaijan Grand Prix,HUL,Haas F1 Team,104.475,0.991
2024,17,Azerbaijan Grand Prix,LEC,Ferrari,103.484,0.0
2024,17,Azerbaijan Grand Prix,NOR,McLaren,105.156,1.6720000000000002
2024,17,Azerbaijan Grand Prix,OCO,Alpine,105.81,2.326
2024,17,Azerbaijan Grand Prix,PER,Red Bull Racing,103.49,0.006
2024,17,Azerbaijan Grand Prix,PIA,McLaren,103.983,0.499
2024,17,Azerbaijan Grand Prix,RIC,RB,105.056,1.572
2024,17,Azerbaijan Grand Prix,RUS,Mercedes,104.536,1.052
2024,17,Azerbaijan Grand Prix,SAI,Ferrari,103.95,0.466
2024,17,Azerbaijan Grand Prix,STR,Aston Martin,104.093,0.609
2024,17,Azerbaijan Grand Prix,TSU,RB,104.645,1.161
2024,17,Azerbaijan Grand Prix,VER,Red Bull Racing,104.029,0.545
2024,17,Azerbaijan Grand Prix,ZHO,Kick Sauber,105.947,2.463
2024,18,Singapore Grand Prix,ALB,Williams,91.65,0.923
2024,18,Singapore Grand Prix,ALO,Aston Martin,91.75,1.023
2024,18,Singapore Grand Prix,BOT,Kick Sauber,92.786,2.059
2024,18,Singapore Grand Prix,COL,Williams,92.057,1.33
2024,18,Singapore Grand Prix,GAS,Alpine,92.222,1.495
2024,18,Singapore Grand Prix,HAM,Mercedes,91.709,0.982
2024,18,Singapore Grand Prix,HUL,Haas F1 Team,91.667,0.94
2024,18,Singapore Grand Prix,LEC,Ferrari,90.785,0.058
2024,18,Singapore Grand Prix,MAG,Haas F1 Team,91.793,1.066
2024,18,Singapore Grand Prix,NOR,McLaren,90.727,0.0
2024,18,Singapore Grand Prix,OCO,Alpine,92.119,1.392
2024,18,Singapore Grand Prix,PER,Red Bull Racing,91.598,0.871
2024,18,Singapore Grand Prix,PIA,McLaren,91.474,0.747
2024,18,Singapore Grand Prix,RIC,RB,91.478,0.751
2024,18,Singapore Grand Prix,RUS,Mercedes,91.488,0.761
2024,18,Singapore Grand Prix,SAI,Ferrari,91.356,0.629
2024,18,Singapore Grand Prix,STR,Aston Martin,91.957,1.23
2024,18,Singapore Grand Prix,TSU,RB,91.468,0.741
2024,18,Singapore Grand Prix,VER,Red Bull Racing,92.021,1.294
2024,18,Singapore Grand Prix,ZHO,Kick Sauber,92.359,1.6320000000000001
