Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
3433.827,PIA,81,98.693,1.0,1.0,,,,42.13,23.956,,3410.049,3434.119,233.0,244.0,274.0,250.0,False,SOFT,4.0,False,McLaren,3334.907,,1,1.0,False,,False,False
3531.319,PIA,81,97.492,2.0,1.0,,,31.139,42.343,24.01,3465.021,3507.364,3531.374,234.0,239.0,276.0,288.0,True,SOFT,5.0,False,McLaren,3433.827,,1,1.0,False,,False,True
3629.402,PIA,81,98.083,3.0,1.0,,,31.306,42.727,24.05,3562.68,3605.407,3629.457,233.0,236.0,276.0,290.0,False,SOFT,6.0,False,McLaren,3531.319,,1,1.0,False,,False,True
3727.535,PIA,81,98.133,4.0,1.0,,,31.326,42.796,24.011,3660.783,3703.579,3727.59,232.0,237.0,277.0,293.0,False,SOFT,7.0,False,McLaren,3629.402,,1,1.0,False,,False,True
3825.578,PIA,81,98.043,5.0,1.0,,,31.305,42.69,24.048,3758.895,3801.585,3825.633,231.0,236.0,276.0,290.0,False,SOFT,8.0,False,McLaren,3727.535,,1,1.0,False,,False,True
3923.941,PIA,81,98.363,6.0,1.0,,,31.336,42.88,24.147,3856.969,3899.849,3923.996,228.0,237.0,276.0,,False,SOFT,9.0,False,McLaren,3825.578,,1,1.0,False,,False,True
4022.439,PIA,81,98.498,7.0,1.0,,,31.448,42.862,24.188,3955.444,3998.306,4022.494,229.0,239.0,277.0,291.0,False,SOFT,10.0,False,McLaren,3923.941,,1,1.0,False,,False,True
4121.006,PIA,81,98.567,8.0,1.0,,,31.5,42.865,24.202,4053.994,4096.859,4121.061,,241.0,277.0,288.0,False,SOFT,11.0,False,McLaren,4022.439,,1,1.0,False,,False,True
4219.806,PIA,81,98.8,9.0,1.0,,,31.521,42.944,24.335,4152.582,4195.526,4219.861,230.0,238.0,277.0,291.0,False,SOFT,12.0,False,McLaren,4121.006,,1,1.0,False,,False,True
4318.355,PIA,81,98.549,10.0,1.0,,,31.452,42.868,24.229,4251.313,4294.181,4318.41,,242.0,277.0,295.0,False,SOFT,13.0,False,McLaren,4219.806,,1,1.0,False,,False,True
