Time,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed
18.586,21.5,55.0,1017.3,False,42.6,298,1.0
78.584,21.6,54.0,1017.3,False,43.6,176,0.7
138.615,21.6,54.0,1017.3,False,43.5,180,2.2
198.615,21.4,55.0,1017.2,False,43.3,0,1.2
258.632,21.3,55.0,1017.1,False,43.2,341,0.4
318.642,21.4,55.0,1017.2,False,43.0,319,1.1
378.639,21.5,54.0,1017.2,False,43.0,327,1.6
438.648,21.5,56.0,1017.1,False,43.0,330,2.2
498.643,21.6,56.0,1017.2,False,43.0,334,1.1
558.679,21.8,53.0,1017.0,False,44.1,331,1.1
618.687,21.8,51.0,1017.1,False,44.1,315,0.9
678.687,21.6,53.0,1017.1,False,43.5,332,1.4
738.703,21.5,54.0,1017.1,False,43.2,345,1.3
798.692,21.5,55.0,1017.0,False,42.7,333,1.0
858.69,21.5,56.0,1017.1,False,43.2,302,1.8
918.682,21.6,55.0,1017.1,False,44.2,330,1.2
978.688,21.6,55.0,1017.0,False,44.4,337,1.4
1038.699,21.8,54.0,1017.0,False,44.5,323,1.5
1098.693,21.9,54.0,1017.0,False,44.5,242,1.3
1158.682,21.7,54.0,1017.0,False,44.1,0,0.9
1218.688,21.7,55.0,1017.0,False,43.7,327,0.6
1278.697,21.9,54.0,1016.9,False,44.1,335,0.6
1338.707,21.8,54.0,1017.0,False,44.2,327,1.7
1398.726,21.8,54.0,1016.9,False,43.9,305,1.5
1458.729,21.8,55.0,1017.0,False,43.9,325,0.8
1518.732,22.1,52.0,1017.0,False,43.9,216,0.9
1578.729,22.1,52.0,1017.1,False,44.5,2,0.8
1638.73,22.0,53.0,1017.1,False,44.5,321,0.9
1698.719,21.9,54.0,1017.0,False,43.5,325,0.9
1758.72,22.0,54.0,1017.1,False,43.5,328,0.7
1818.732,21.8,54.0,1017.0,False,43.7,252,1.1
1878.744,21.7,54.0,1017.0,False,43.7,302,1.3
1938.727,21.5,56.0,1017.0,False,43.4,0,1.0
1998.739,21.5,56.0,1017.0,False,42.7,221,0.7
2058.736,21.4,56.0,1017.0,False,43.0,332,0.3
2118.73,21.4,55.0,1017.0,False,43.3,335,1.1
2178.74,21.5,53.0,1017.1,False,43.3,328,0.4
2238.733,21.6,53.0,1017.0,False,42.9,335,1.5
2298.733,21.7,53.0,1017.1,False,42.2,338,0.9
2358.74,21.8,53.0,1017.1,False,42.1,240,1.3
2418.731,21.8,53.0,1017.1,False,42.6,145,0.5
2478.742,21.9,52.0,1017.0,False,43.3,0,0.8
2538.74,22.1,51.0,1016.9,False,44.0,330,1.0
2598.748,22.1,49.0,1016.9,False,44.8,328,0.9
2658.74,22.0,50.0,1016.9,False,44.8,230,0.7
2718.741,22.1,50.0,1017.0,False,44.4,191,0.5
2778.739,22.1,49.0,1017.0,False,44.4,192,0.7
2838.755,22.1,50.0,1016.9,False,44.1,222,0.6
2898.756,22.0,50.0,1017.1,False,44.1,189,0.4
2958.75,21.9,51.0,1017.0,False,43.7,335,1.4
3018.744,21.9,52.0,1016.9,False,43.5,355,1.0
3078.745,21.9,51.0,1016.9,False,44.5,339,1.7
3138.764,21.9,51.0,1016.9,False,44.7,330,1.8
3198.745,21.9,51.0,1016.9,False,44.6,329,1.5
3258.746,21.9,51.0,1016.9,False,44.6,295,1.8
3318.762,21.9,51.0,1016.9,False,45.0,318,1.1
3378.747,22.0,51.0,1016.8,False,45.2,345,0.8
3438.753,22.0,51.0,1016.9,False,43.9,44,1.2
3498.763,21.9,53.0,1016.9,False,42.7,331,0.9
3558.754,21.7,53.0,1016.9,False,42.7,205,0.9
3618.77,21.8,52.0,1016.9,False,43.2,346,1.6
3678.818,21.9,51.0,1016.9,False,43.2,0,1.0
3738.83,22.0,53.0,1016.9,False,42.7,190,0.8
3798.89,22.0,55.0,1016.9,False,41.3,318,0.5
3858.866,21.9,54.0,1016.8,False,42.0,171,0.9
3918.897,21.9,54.0,1016.9,False,42.2,294,1.1
3978.882,22.0,54.0,1016.9,False,43.1,341,1.0
4038.893,22.1,52.0,1016.9,False,44.1,317,0.8
4098.898,22.3,51.0,1016.9,False,44.2,16,1.3
4158.92,22.4,50.0,1017.0,False,44.6,0,1.1
4218.905,22.5,48.0,1017.0,False,44.7,331,1.3
4278.914,22.6,49.0,1017.0,False,45.0,162,1.1
4338.946,22.6,50.0,1016.9,False,43.7,29,1.5
4398.925,22.5,52.0,1016.9,False,43.7,0,0.4
4458.981,22.3,52.0,1017.0,False,44.0,265,0.9
4518.963,22.4,53.0,1017.0,False,44.0,149,0.8
4578.948,22.4,53.0,1016.9,False,44.0,0,0.6
4638.963,22.5,51.0,1016.9,False,44.3,327,0.8
4698.976,22.5,50.0,1016.9,False,45.2,173,1.2
4758.99,22.6,48.0,1016.7,False,45.2,189,0.5
4818.984,22.7,49.0,1016.9,False,44.9,238,0.6
4878.987,22.8,49.0,1016.9,False,44.5,163,1.2
4939.003,22.8,50.0,1016.9,False,44.5,177,1.6
4998.986,22.6,51.0,1016.8,False,44.0,157,0.8
5059.001,22.5,51.0,1016.8,False,44.0,349,0.8
5118.985,22.4,52.0,1016.9,False,44.0,259,0.5
5178.986,22.4,51.0,1016.9,False,43.8,295,0.6
5238.999,22.5,52.0,1016.8,False,43.1,192,0.8
5299.008,22.3,53.0,1016.9,False,43.2,193,0.6
5359.008,22.4,53.0,1016.9,False,43.8,86,1.4
5418.998,22.4,54.0,1016.8,False,43.8,169,0.7
5479.016,22.3,53.0,1016.8,False,43.6,0,0.6
5539.033,22.4,52.0,1016.8,False,43.6,165,0.9
5599.034,22.4,52.0,1016.8,False,43.7,335,1.0
5659.018,22.4,53.0,1016.9,False,43.6,196,1.3
5719.032,22.5,54.0,1016.8,False,43.3,51,1.1
5779.032,22.5,55.0,1016.8,False,43.7,117,0.8
5839.048,22.4,54.0,1016.8,False,43.7,181,1.0
5899.049,22.5,54.0,1016.8,False,43.7,353,0.8
5959.058,22.7,53.0,1016.9,False,43.6,185,1.1
6019.049,22.6,54.0,1016.8,False,43.2,169,1.5
6079.055,22.5,53.0,1016.7,False,43.1,0,0.8
6139.071,22.6,54.0,1016.8,False,43.2,141,0.9
6199.105,22.5,55.0,1016.7,False,43.6,289,0.0
6259.105,22.5,55.0,1016.6,False,43.7,75,0.8
6319.108,22.5,54.0,1016.6,False,43.7,183,0.6
6379.124,22.6,53.0,1016.7,False,43.5,202,0.7
6439.124,22.8,52.0,1016.7,False,43.2,197,0.7
6499.136,22.7,54.0,1016.7,False,43.2,203,0.6
6559.13,22.8,54.0,1016.6,False,43.4,260,0.9
6619.141,22.9,52.0,1016.7,False,43.5,0,0.7
6679.157,22.9,51.0,1016.7,False,43.7,0,0.5
6739.163,22.6,54.0,1016.6,False,42.9,345,0.8
6799.154,22.5,55.0,1016.6,False,42.7,194,0.5
6859.178,22.5,54.0,1016.5,False,43.0,180,0.9
6919.17,22.5,54.0,1016.6,False,43.4,304,0.8
6979.176,22.5,55.0,1016.7,False,43.2,170,0.7
7039.187,22.5,53.0,1016.5,False,43.2,34,0.5
7099.21,22.5,55.0,1016.7,False,42.4,181,0.9
7159.206,22.5,56.0,1016.7,False,42.4,178,0.9
7219.222,22.5,56.0,1016.7,False,42.3,146,1.1
7279.222,22.5,56.0,1016.6,False,42.2,151,1.7
7339.238,22.6,55.0,1016.5,False,42.2,197,1.1
7399.232,22.5,55.0,1016.5,False,42.2,296,0.9
7459.255,22.4,55.0,1016.5,False,42.1,70,0.8
7519.253,22.5,55.0,1016.5,False,42.2,239,0.8
7579.28,22.4,54.0,1016.6,False,42.2,331,1.0
7639.266,22.5,54.0,1016.5,False,42.2,245,1.1
7699.278,22.5,53.0,1016.5,False,42.9,225,0.7
7759.274,22.6,53.0,1016.4,False,42.9,195,0.7
7819.297,22.6,53.0,1016.5,False,43.9,348,1.3
7879.301,22.7,51.0,1016.5,False,43.9,196,0.8
7939.315,22.8,50.0,1016.5,False,43.9,4,1.1
7999.302,22.6,52.0,1016.5,False,42.2,0,1.0
8059.318,22.5,52.0,1016.4,False,42.2,0,0.6
8119.296,22.5,52.0,1016.4,False,42.5,324,0.0
8179.309,22.5,52.0,1016.4,False,42.5,201,1.0
8239.304,22.6,51.0,1016.3,False,43.0,147,0.4
8299.305,22.7,50.0,1016.4,False,43.0,179,0.8
8359.328,22.8,49.0,1016.4,False,42.8,65,1.0
8419.323,22.8,48.0,1016.5,False,42.8,197,1.0
8479.318,22.7,48.0,1016.4,False,43.1,0,1.0
8539.333,22.6,48.0,1016.4,False,42.7,314,0.8
8599.314,22.5,49.0,1016.3,False,42.7,0,0.9
8659.324,22.5,50.0,1016.5,False,41.7,195,0.4
8719.318,22.4,51.0,1016.3,False,41.3,0,1.5
8779.326,22.4,51.0,1016.4,False,41.8,0,0.4
8839.326,22.5,51.0,1016.2,False,42.6,0,0.8
8899.321,22.5,50.0,1016.3,False,42.2,198,0.6
8959.336,22.5,51.0,1016.3,False,42.3,182,1.9
9019.326,22.6,50.0,1016.3,False,42.7,185,1.4
9079.323,22.5,50.0,1016.3,False,42.0,151,1.2
9139.32,22.3,51.0,1016.3,False,41.8,242,1.6
9199.332,22.3,51.0,1016.3,False,41.6,169,1.5
9259.333,22.2,52.0,1016.2,False,41.3,203,1.5
9319.337,22.3,51.0,1016.2,False,41.3,185,0.9
9379.337,22.4,50.0,1016.2,False,41.9,195,1.5
9439.337,22.4,50.0,1016.2,False,41.7,264,1.0
9499.322,22.4,51.0,1016.2,False,41.4,192,1.5
9559.327,22.5,50.0,1016.2,False,41.6,159,0.8
