Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
3461.632,VER,1,94.725,1.0,1.0,,,,41.962,18.147,,3443.704,3461.736,281.0,295.0,262.0,293.0,False,MEDIUM,1.0,True,Red Bull Racing,3366.651,,1,1.0,False,,False,False
3555.575,VER,1,93.943,2.0,1.0,,,33.894,42.026,18.023,3495.547,3537.573,3555.596,279.0,296.0,262.0,295.0,True,MEDIUM,2.0,True,Red Bull Racing,3461.632,,1,1.0,False,,False,True
3649.214,VER,1,93.639,3.0,1.0,,,33.567,42.027,18.045,3589.163,3631.19,3649.235,282.0,296.0,262.0,296.0,True,MEDIUM,3.0,True,Red Bull Racing,3555.575,,1,1.0,False,,False,True
3742.958,VER,1,93.744,4.0,1.0,,,33.57,42.14,18.034,3682.805,3724.945,3742.979,283.0,296.0,263.0,296.0,False,MEDIUM,4.0,True,Red Bull Racing,3649.214,,1,1.0,False,,False,True
3836.734,VER,1,93.776,5.0,1.0,,,33.486,42.157,18.133,3776.465,3818.622,3836.755,,297.0,263.0,298.0,False,MEDIUM,5.0,True,Red Bull Racing,3742.958,,1,1.0,False,,False,True
3930.38,VER,1,93.646,6.0,1.0,,,33.319,42.252,18.075,3870.074,3912.326,3930.401,,297.0,263.0,297.0,False,MEDIUM,6.0,True,Red Bull Racing,3836.734,,1,1.0,False,,False,True
4023.906,VER,1,93.526,7.0,1.0,,,33.193,42.278,18.055,3963.594,4005.872,4023.927,281.0,296.0,263.0,297.0,True,MEDIUM,7.0,True,Red Bull Racing,3930.38,,1,1.0,False,,False,True
4117.442,VER,1,93.536,8.0,1.0,,,33.13,42.336,18.07,4057.057,4099.393,4117.463,284.0,296.0,263.0,297.0,False,MEDIUM,8.0,True,Red Bull Racing,4023.906,,1,1.0,False,,False,True
4210.971,VER,1,93.529,9.0,1.0,,,33.067,42.336,18.126,4150.53,4192.866,4210.992,282.0,297.0,262.0,297.0,False,MEDIUM,9.0,True,Red Bull Racing,4117.442,,1,1.0,False,,False,True
4304.526,VER,1,93.555,10.0,1.0,,,33.118,42.367,18.07,4244.11,4286.477,4304.547,,297.0,262.0,298.0,False,MEDIUM,10.0,True,Red Bull Racing,4210.971,,1,1.0,False,,False,True
