Year,RoundNumber,Driver,StartingCompound,StartingTyreLife,FirstStintLength,avg_air_temp,avg_humidity,avg_pressure,avg_rainfall,avg_track_temp,avg_wind_direction,avg_wind_speed
2025,3,ALB,MEDIUM,1.0,24.0,14.429999999999998,76.37142857142857,1009.3171428571428,0.0,20.514285714285716,-47.42251970964284,1.202142857142857
2025,3,ALO,MEDIUM,2.0,24.0,14.429999999999998,76.37142857142857,1009.3171428571428,0.0,20.514285714285716,-47.42251970964284,1.202142857142857
2025,3,ANT,MEDIUM,1.0,31.0,14.429999999999998,76.37142857142857,1009.3171428571428,0.0,20.514285714285716,-47.42251970964284,1.202142857142857
2025,3,BEA,MEDIUM,1.0,23.0,14.429999999999998,76.37142857142857,1009.3171428571428,0.0,20.514285714285716,-47.42251970964284,1.202142857142857
2025,3,BOR,HARD,1.0,31.0,14.429999999999998,76.37142857142857,1009.3171428571428,0.0,20.514285714285716,-47.42251970964284,1.202142857142857
2025,3,DOO,SOFT,1.0,15.0,14.429999999999998,76.37142857142857,1009.3171428571428,0.0,20.514285714285716,-47.42251970964284,1.202142857142857
2025,3,GAS,MEDIUM,1.0,24.0,14.429999999999998,76.37142857142857,1009.3171428571428,0.0,20.514285714285716,-47.42251970964284,1.202142857142857
2025,3,HAD,MEDIUM,1.0,25.0,14.429999999999998,76.37142857142857,1009.3171428571428,0.0,20.514285714285716,-47.42251970964284,1.202142857142857
2025,3,HAM,HARD,1.0,30.0,14.429999999999998,76.37142857142857,1009.3171428571428,0.0,20.514285714285716,-47.42251970964284,1.202142857142857
2025,3,HUL,MEDIUM,1.0,22.0,14.429999999999998,76.37142857142857,1009.3171428571428,0.0,20.514285714285716,-47.42251970964284,1.202142857142857
2025,3,LAW,MEDIUM,1.0,33.0,14.429999999999998,76.37142857142857,1009.3171428571428,0.0,20.514285714285716,-47.42251970964284,1.202142857142857
2025,3,LEC,MEDIUM,1.0,21.0,14.429999999999998,76.37142857142857,1009.3171428571428,0.0,20.514285714285716,-47.42251970964284,1.202142857142857
2025,3,NOR,MEDIUM,1.0,21.0,14.429999999999998,76.37142857142857,1009.3171428571428,0.0,20.514285714285716,-47.42251970964284,1.202142857142857
2025,3,OCO,HARD,2.0,32.0,14.429999999999998,76.37142857142857,1009.3171428571428,0.0,20.514285714285716,-47.42251970964284,1.202142857142857
2025,3,PIA,MEDIUM,1.0,20.0,14.429999999999998,76.37142857142857,1009.3171428571428,0.0,20.514285714285716,-47.42251970964284,1.202142857142857
2025,3,RUS,MEDIUM,1.0,19.0,14.429999999999998,76.37142857142857,1009.3171428571428,0.0,20.514285714285716,-47.42251970964284,1.202142857142857
2025,3,SAI,MEDIUM,1.0,33.0,14.429999999999998,76.37142857142857,1009.3171428571428,0.0,20.514285714285716,-47.42251970964284,1.202142857142857
2025,3,STR,SOFT,1.0,9.0,14.429999999999998,76.37142857142857,1009.3171428571428,0.0,20.514285714285716,-47.42251970964284,1.202142857142857
2025,3,TSU,MEDIUM,1.0,23.0,14.429999999999998,76.37142857142857,1009.3171428571428,0.0,20.514285714285716,-47.42251970964284,1.202142857142857
2025,3,VER,MEDIUM,1.0,21.0,14.429999999999998,76.37142857142857,1009.3171428571428,0.0,20.514285714285716,-47.42251970964284,1.202142857142857
2025,2,ALB,MEDIUM,1.0,20.0,27.21558441558442,18.233766233766232,1010.4227272727275,0.0,35.81688311688312,-110.88618190409647,2.188311688311688
2025,2,ALO,MEDIUM,6.0,4.0,27.21558441558442,18.233766233766232,1010.4227272727275,0.0,35.81688311688312,-110.88618190409647,2.188311688311688
2025,2,ANT,MEDIUM,1.0,12.0,27.21558441558442,18.233766233766232,1010.4227272727275,0.0,35.81688311688312,-110.88618190409647,2.188311688311688
2025,2,BEA,HARD,1.0,26.0,27.21558441558442,18.233766233766232,1010.4227272727275,0.0,35.81688311688312,-110.88618190409647,2.188311688311688
2025,2,BOR,MEDIUM,1.0,1.0,27.21558441558442,18.233766233766232,1010.4227272727275,0.0,35.81688311688312,-110.88618190409647,2.188311688311688
2025,2,DOO,MEDIUM,1.0,11.0,27.21558441558442,18.233766233766232,1010.4227272727275,0.0,35.81688311688312,-110.88618190409647,2.188311688311688
2025,2,GAS,MEDIUM,1.0,10.0,27.21558441558442,18.233766233766232,1010.4227272727275,0.0,35.81688311688312,-110.88618190409647,2.188311688311688
2025,2,HAD,MEDIUM,1.0,12.0,27.21558441558442,18.233766233766232,1010.4227272727275,0.0,35.81688311688312,-110.88618190409647,2.188311688311688
2025,2,HAM,MEDIUM,1.0,13.0,27.21558441558442,18.233766233766232,1010.4227272727275,0.0,35.81688311688312,-110.88618190409647,2.188311688311688
2025,2,HUL,MEDIUM,1.0,20.0,27.21558441558442,18.233766233766232,1010.4227272727275,0.0,35.81688311688312,-110.88618190409647,2.188311688311688
2025,2,LAW,HARD,1.0,18.0,27.21558441558442,18.233766233766232,1010.4227272727275,0.0,35.81688311688312,-110.88618190409647,2.188311688311688
2025,2,LEC,MEDIUM,1.0,15.0,27.21558441558442,18.233766233766232,1010.4227272727275,0.0,35.81688311688312,-110.88618190409647,2.188311688311688
2025,2,NOR,MEDIUM,1.0,15.0,27.21558441558442,18.233766233766232,1010.4227272727275,0.0,35.81688311688312,-110.88618190409647,2.188311688311688
2025,2,OCO,MEDIUM,1.0,11.0,27.21558441558442,18.233766233766232,1010.4227272727275,0.0,35.81688311688312,-110.88618190409647,2.188311688311688
2025,2,PIA,MEDIUM,1.0,14.0,27.21558441558442,18.233766233766232,1010.4227272727275,0.0,35.81688311688312,-110.88618190409647,2.188311688311688
