Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
3822.55,VER,1,96.512,1.0,1.0,,,,32.843,26.532,,3796.298,3822.588,245.0,227.0,77.0,257.0,False,SOFT,2.0,False,Red Bull Racing,3725.807,2022-07-31 13:03:06.185,126,8.0,False,,False,False
3937.01,VER,1,114.46,2.0,1.0,,,48.472,33.956,32.032,3871.037,3904.993,3937.025,228.0,198.0,206.0,75.0,True,SOFT,3.0,False,Red Bull Racing,3822.55,2022-07-31 13:04:42.928,6,8.0,False,,False,False
4025.201,VER,1,88.191,3.0,1.0,,,33.699,30.743,23.749,3970.724,4001.467,4025.216,280.0,237.0,246.0,251.0,True,SOFT,4.0,False,Red Bull Racing,3937.01,2022-07-31 13:06:37.388,671,8.0,False,,False,False
4110.259,VER,1,85.058,4.0,1.0,,,30.148,31.114,23.796,4055.364,4086.478,4110.274,261.0,233.0,247.0,302.0,True,SOFT,5.0,False,Red Bull Racing,4025.201,2022-07-31 13:08:05.579,1,8.0,False,,False,True
4194.38,VER,1,84.121,5.0,1.0,,,29.811,30.698,23.612,4140.085,4170.783,4194.395,280.0,235.0,247.0,299.0,True,SOFT,6.0,False,Red Bull Racing,4110.259,2022-07-31 13:09:30.637,1,7.0,False,,False,True
4279.184,VER,1,84.804,6.0,1.0,,,29.825,31.013,23.966,4224.22,4255.233,4279.199,278.0,234.0,246.0,297.0,False,SOFT,7.0,False,Red Bull Racing,4194.38,2022-07-31 13:10:54.758,1,7.0,False,,False,True
4363.263,VER,1,84.079,7.0,1.0,,,29.722,30.642,23.715,4308.921,4339.563,4363.278,277.0,233.0,239.0,,True,SOFT,8.0,False,Red Bull Racing,4279.184,2022-07-31 13:12:19.562,1,6.0,False,,False,True
4447.419,VER,1,84.156,8.0,1.0,,,29.928,30.448,23.78,4393.206,4423.654,4447.434,276.0,233.0,241.0,281.0,False,SOFT,9.0,False,Red Bull Racing,4363.263,2022-07-31 13:13:43.641,1,6.0,False,,False,True
4531.516,VER,1,84.097,9.0,1.0,,,29.97,30.455,23.672,4477.404,4507.859,4531.531,,236.0,241.0,282.0,False,SOFT,10.0,False,Red Bull Racing,4447.419,2022-07-31 13:15:07.797,1,6.0,False,,False,True
4616.082,VER,1,84.566,10.0,1.0,,,30.008,30.715,23.843,4561.539,4592.254,4616.097,,232.0,246.0,,False,SOFT,11.0,False,Red Bull Racing,4531.516,2022-07-31 13:16:31.894,1,6.0,False,,False,True
4701.438,VER,1,85.356,11.0,1.0,,,29.826,31.479,24.051,4645.923,4677.402,4701.453,278.0,233.0,247.0,299.0,False,SOFT,12.0,False,Red Bull Racing,4616.082,2022-07-31 13:17:56.460,1,6.0,False,,False,True
4786.043,VER,1,84.605,12.0,1.0,,,29.842,31.033,23.73,4731.295,4762.328,4786.058,276.0,232.0,240.0,,False,SOFT,13.0,False,Red Bull Racing,4701.438,2022-07-31 13:19:21.816,1,5.0,False,,False,True
4870.572,VER,1,84.529,13.0,1.0,,,30.151,30.513,23.865,4816.209,4846.722,4870.587,,231.0,240.0,281.0,False,SOFT,14.0,False,Red Bull Racing,4786.043,2022-07-31 13:20:46.421,1,5.0,False,,False,True
4955.252,VER,1,84.68,14.0,1.0,,,30.068,30.601,24.011,4900.655,4931.256,4955.267,,232.0,240.0,282.0,False,SOFT,15.0,False,Red Bull Racing,4870.572,2022-07-31 13:22:10.950,1,5.0,False,,False,True
5039.899,VER,1,84.647,15.0,1.0,,,30.093,30.693,23.861,4985.36,5016.053,5039.914,,232.0,247.0,,False,SOFT,16.0,False,Red Bull Racing,4955.252,2022-07-31 13:23:35.630,1,5.0,False,,False,True
5127.213,VER,1,87.314,16.0,1.0,,5125.505,30.047,31.112,26.155,5069.961,5101.073,5127.228,,235.0,,294.0,False,SOFT,17.0,False,Red Bull Racing,5039.899,2022-07-31 13:25:00.277,1,5.0,False,,False,False
5227.385,VER,1,100.172,17.0,2.0,5146.853,,47.824,29.289,23.059,5175.052,5204.341,5227.4,272.0,239.0,242.0,,False,MEDIUM,1.0,True,Red Bull Racing,5127.213,2022-07-31 13:26:27.591,1,8.0,False,,False,False
5310.467,VER,1,83.082,18.0,2.0,,,29.74,29.957,23.385,5257.14,5287.097,5310.482,273.0,237.0,241.0,278.0,True,MEDIUM,2.0,True,Red Bull Racing,5227.385,2022-07-31 13:28:07.763,1,8.0,False,,False,True
5393.938,VER,1,83.471,19.0,2.0,,,29.787,30.251,23.433,5340.269,5370.52,5393.953,276.0,236.0,247.0,280.0,False,MEDIUM,3.0,True,Red Bull Racing,5310.467,2022-07-31 13:29:30.845,1,7.0,False,,False,True
5477.892,VER,1,83.954,20.0,2.0,,,29.494,30.838,23.622,5423.447,5454.285,5477.907,277.0,233.0,249.0,298.0,False,MEDIUM,4.0,True,Red Bull Racing,5393.938,2022-07-31 13:30:54.316,1,5.0,False,,False,True
5560.997,VER,1,83.105,21.0,2.0,,,29.504,30.151,23.45,5507.411,5537.562,5561.012,272.0,235.0,241.0,294.0,False,MEDIUM,5.0,True,Red Bull Racing,5477.892,2022-07-31 13:32:18.270,1,4.0,False,,False,True
5644.181,VER,1,83.184,22.0,2.0,,,29.715,30.047,23.422,5590.727,5620.774,5644.196,276.0,234.0,242.0,279.0,False,MEDIUM,6.0,True,Red Bull Racing,5560.997,2022-07-31 13:33:41.375,1,4.0,False,,False,True
5727.67,VER,1,83.489,23.0,2.0,,,29.703,30.369,23.417,5673.899,5704.268,5727.685,275.0,236.0,242.0,280.0,False,MEDIUM,7.0,True,Red Bull Racing,5644.181,2022-07-31 13:35:04.559,1,4.0,False,,False,True
5811.445,VER,1,83.775,24.0,2.0,,,29.633,30.261,23.881,5757.318,5787.579,5811.46,276.0,235.0,242.0,282.0,False,MEDIUM,8.0,True,Red Bull Racing,5727.67,2022-07-31 13:36:28.048,1,4.0,False,,False,True
5894.988,VER,1,83.543,25.0,2.0,,,29.761,30.142,23.64,5841.221,5871.363,5895.003,277.0,236.0,242.0,281.0,False,MEDIUM,9.0,True,Red Bull Racing,5811.445,2022-07-31 13:37:51.823,1,4.0,False,,False,True
5978.708,VER,1,83.72,26.0,2.0,,,29.793,30.437,23.49,5924.796,5955.233,5978.723,275.0,234.0,243.0,283.0,False,MEDIUM,10.0,True,Red Bull Racing,5894.988,2022-07-31 13:39:15.366,1,4.0,False,,False,True
6062.273,VER,1,83.565,27.0,2.0,,,29.82,30.2,23.545,6008.543,6038.743,6062.288,277.0,235.0,242.0,,False,MEDIUM,11.0,True,Red Bull Racing,5978.708,2022-07-31 13:40:39.086,1,4.0,False,,False,True
6145.964,VER,1,83.691,28.0,2.0,,,29.822,30.271,23.598,6092.11,6122.381,6145.979,,237.0,242.0,282.0,False,MEDIUM,12.0,True,Red Bull Racing,6062.273,2022-07-31 13:42:02.651,1,4.0,False,,False,True
6230.137,VER,1,84.173,29.0,2.0,,,30.207,30.343,23.623,6176.186,6206.529,6230.152,276.0,236.0,244.0,281.0,False,MEDIUM,13.0,True,Red Bull Racing,6145.964,2022-07-31 13:43:26.342,1,4.0,False,,False,True
6313.977,VER,1,83.84,30.0,2.0,,,29.958,30.191,23.691,6260.11,6290.301,6313.992,277.0,236.0,243.0,280.0,False,MEDIUM,14.0,True,Red Bull Racing,6230.137,2022-07-31 13:44:50.515,1,4.0,False,,False,True
6397.705,VER,1,83.728,31.0,2.0,,,29.798,30.373,23.557,6343.79,6374.163,6397.72,,237.0,243.0,281.0,False,MEDIUM,15.0,True,Red Bull Racing,6313.977,2022-07-31 13:46:14.355,1,4.0,False,,False,True
6482.036,VER,1,84.331,32.0,2.0,,,29.823,30.762,23.746,6427.543,6458.305,6482.051,,235.0,244.0,282.0,False,MEDIUM,16.0,True,Red Bull Racing,6397.705,2022-07-31 13:47:38.083,1,4.0,False,,False,True
6565.745,VER,1,83.709,33.0,2.0,,,29.827,30.276,23.606,6511.878,6542.154,6565.76,,233.0,244.0,,False,MEDIUM,17.0,True,Red Bull Racing,6482.036,2022-07-31 13:49:02.414,1,4.0,False,,False,True
6649.252,VER,1,83.507,34.0,2.0,,,29.685,30.275,23.547,6595.445,6625.72,6649.267,,237.0,249.0,284.0,False,MEDIUM,18.0,True,Red Bull Racing,6565.745,2022-07-31 13:50:26.123,1,4.0,False,,False,True
6732.843,VER,1,83.591,35.0,2.0,,,29.434,30.382,23.775,6678.701,6709.083,6732.858,,235.0,243.0,298.0,False,MEDIUM,19.0,True,Red Bull Racing,6649.252,2022-07-31 13:51:49.630,12,4.0,False,,False,True
6816.62,VER,1,83.777,36.0,2.0,,,29.884,30.294,23.599,6762.742,6793.036,6816.635,278.0,233.0,245.0,286.0,False,MEDIUM,20.0,True,Red Bull Racing,6732.843,2022-07-31 13:53:13.221,1,4.0,False,,False,True
6900.732,VER,1,84.112,37.0,2.0,,,29.92,30.489,23.703,6846.555,6877.044,6900.747,277.0,236.0,246.0,287.0,False,MEDIUM,21.0,True,Red Bull Racing,6816.62,2022-07-31 13:54:36.998,1,4.0,False,,False,True
6987.095,VER,1,86.363,38.0,2.0,,6985.456,29.903,30.662,25.798,6930.65,6961.312,6987.11,278.0,234.0,,297.0,False,MEDIUM,22.0,True,Red Bull Racing,6900.732,2022-07-31 13:56:01.110,1,4.0,False,,False,False
7086.55,VER,1,99.455,39.0,3.0,7006.641,,47.453,29.088,22.914,7034.563,7063.651,7086.565,276.0,239.0,246.0,,False,MEDIUM,1.0,True,Red Bull Racing,6987.095,2022-07-31 13:57:27.473,1,6.0,False,,False,False
7169.339,VER,1,82.789,40.0,3.0,,,29.426,30.099,23.264,7115.991,7146.09,7169.354,278.0,229.0,251.0,284.0,True,MEDIUM,2.0,True,Red Bull Racing,7086.55,2022-07-31 13:59:06.928,1,4.0,False,,False,True
7256.213,VER,1,86.874,41.0,3.0,,,29.689,29.737,27.448,7199.043,7228.78,7256.228,277.0,238.0,244.0,295.0,False,MEDIUM,3.0,True,Red Bull Racing,7169.339,2022-07-31 14:00:29.717,12,4.0,False,,False,True
7339.244,VER,1,83.031,42.0,3.0,,,30.091,29.902,23.038,7286.319,7316.221,7339.259,278.0,241.0,245.0,282.0,False,MEDIUM,4.0,True,Red Bull Racing,7256.213,2022-07-31 14:01:56.591,1,4.0,False,,False,True
7421.372,VER,1,82.128,43.0,3.0,,,29.481,29.66,22.987,7368.74,7398.4,7421.387,,241.0,251.0,283.0,True,MEDIUM,5.0,True,Red Bull Racing,7339.244,2022-07-31 14:03:19.622,1,4.0,False,,False,True
7504.022,VER,1,82.65,44.0,3.0,,,29.323,30.127,23.2,7450.71,7480.837,7504.037,279.0,240.0,251.0,299.0,False,MEDIUM,6.0,True,Red Bull Racing,7421.372,2022-07-31 14:04:41.750,1,4.0,False,,False,True
7586.148,VER,1,82.126,45.0,3.0,,,29.234,29.62,23.272,7533.271,7562.891,7586.163,276.0,239.0,243.0,300.0,True,MEDIUM,7.0,True,Red Bull Racing,7504.022,2022-07-31 14:06:04.400,1,3.0,False,,False,True
7668.902,VER,1,82.754,46.0,3.0,,,29.829,29.759,23.166,7615.992,7645.751,7668.917,277.0,238.0,245.0,280.0,False,MEDIUM,8.0,True,Red Bull Racing,7586.148,2022-07-31 14:07:26.526,1,3.0,False,,False,True
7751.548,VER,1,82.646,47.0,3.0,,,29.602,29.833,23.211,7698.519,7728.352,7751.563,,237.0,244.0,282.0,False,MEDIUM,9.0,True,Red Bull Racing,7668.902,2022-07-31 14:08:49.280,1,3.0,False,,False,True
7834.725,VER,1,83.177,48.0,3.0,,,29.819,29.903,23.455,7781.382,7811.285,7834.74,279.0,238.0,244.0,281.0,False,MEDIUM,10.0,True,Red Bull Racing,7751.548,2022-07-31 14:10:11.926,12,2.0,False,,False,True
7918.098,VER,1,83.373,49.0,3.0,,,29.562,30.14,23.671,7864.302,7894.442,7918.113,,237.0,247.0,284.0,False,MEDIUM,11.0,True,Red Bull Racing,7834.725,2022-07-31 14:11:35.103,1,2.0,False,,False,True
8001.196,VER,1,83.098,50.0,3.0,,,29.642,29.983,23.473,7947.755,7977.738,8001.211,278.0,239.0,244.0,287.0,False,MEDIUM,12.0,True,Red Bull Racing,7918.098,2022-07-31 14:12:58.476,1,2.0,False,,False,True
8084.042,VER,1,82.846,51.0,3.0,,,29.67,29.876,23.3,8030.881,8060.757,8084.057,279.0,239.0,244.0,283.0,False,MEDIUM,13.0,True,Red Bull Racing,8001.196,2022-07-31 14:14:21.574,1,1.0,False,,False,True
8166.628,VER,1,82.586,52.0,3.0,,,29.548,29.781,23.257,8113.605,8143.386,8166.643,278.0,239.0,244.0,282.0,False,MEDIUM,14.0,True,Red Bull Racing,8084.042,2022-07-31 14:15:44.420,1,1.0,False,,False,True
8249.336,VER,1,82.708,53.0,3.0,,,29.63,29.817,23.261,8196.273,8226.09,8249.351,,239.0,245.0,283.0,False,MEDIUM,15.0,True,Red Bull Racing,8166.628,2022-07-31 14:17:07.006,1,1.0,False,,False,True
8332.113,VER,1,82.777,54.0,3.0,,,29.467,29.917,23.393,8278.818,8308.735,8332.128,279.0,238.0,245.0,282.0,False,MEDIUM,16.0,True,Red Bull Racing,8249.336,2022-07-31 14:18:29.714,1,1.0,False,,False,True
8415.123,VER,1,83.01,55.0,3.0,,,29.613,30.075,23.322,8361.741,8391.816,8415.138,277.0,238.0,245.0,,False,MEDIUM,17.0,True,Red Bull Racing,8332.113,2022-07-31 14:19:52.491,1,1.0,False,,False,True
8498.136,VER,1,83.013,56.0,3.0,,,29.536,30.092,23.385,8444.674,8474.766,8498.151,280.0,240.0,245.0,,False,MEDIUM,18.0,True,Red Bull Racing,8415.123,2022-07-31 14:21:15.501,1,1.0,False,,False,True
8580.963,VER,1,82.827,57.0,3.0,,,29.637,29.949,23.241,8527.788,8557.737,8580.978,,240.0,246.0,285.0,False,MEDIUM,19.0,True,Red Bull Racing,8498.136,2022-07-31 14:22:38.514,1,1.0,False,,False,True
8663.831,VER,1,82.868,58.0,3.0,,,29.526,29.945,23.397,8610.504,8640.449,8663.846,281.0,239.0,243.0,283.0,False,MEDIUM,20.0,True,Red Bull Racing,8580.963,2022-07-31 14:24:01.341,1,1.0,False,,False,True
8746.905,VER,1,83.074,59.0,3.0,,,29.698,30.141,23.235,8693.544,8723.685,8746.92,279.0,238.0,244.0,,False,MEDIUM,21.0,True,Red Bull Racing,8663.831,2022-07-31 14:25:24.209,1,1.0,False,,False,True
8829.637,VER,1,82.732,60.0,3.0,,,29.637,29.727,23.368,8776.557,8806.284,8829.652,276.0,240.0,244.0,280.0,False,MEDIUM,22.0,True,Red Bull Racing,8746.905,2022-07-31 14:26:47.283,1,1.0,False,,False,True
8912.468,VER,1,82.831,61.0,3.0,,,29.589,29.927,23.315,8859.241,8889.168,8912.483,275.0,238.0,244.0,281.0,False,MEDIUM,23.0,True,Red Bull Racing,8829.637,2022-07-31 14:28:10.015,1,1.0,False,,False,True
8995.922,VER,1,83.454,62.0,3.0,,,29.688,30.183,23.583,8942.171,8972.354,8995.937,277.0,239.0,246.0,282.0,False,MEDIUM,24.0,True,Red Bull Racing,8912.468,2022-07-31 14:29:32.846,1,1.0,False,,False,True
9078.932,VER,1,83.01,63.0,3.0,,,29.575,29.977,23.458,9025.512,9055.489,9078.947,275.0,241.0,244.0,285.0,False,MEDIUM,25.0,True,Red Bull Racing,8995.922,2022-07-31 14:30:56.300,1,1.0,False,,False,True
9161.91,VER,1,82.978,64.0,3.0,,,29.573,29.944,23.461,9108.52,9138.464,9161.925,276.0,239.0,244.0,281.0,False,MEDIUM,26.0,True,Red Bull Racing,9078.932,2022-07-31 14:32:19.310,1,1.0,False,,False,True
