Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
3807.435,VER,1,84.238,1.0,1.0,,,,37.42,21.053,,3786.559,3807.543,178.0,182.0,255.0,271.0,False,MEDIUM,1.0,True,Red Bull Racing,3722.95,2023-05-28 13:03:03.927,12,1.0,False,,False,False
3886.802,VER,1,79.367,2.0,1.0,,,20.954,37.366,21.047,3828.412,3865.778,3886.825,186.0,182.0,256.0,259.0,True,MEDIUM,2.0,True,Red Bull Racing,3807.435,2023-05-28 13:04:28.412,1,1.0,False,,False,True
3965.876,VER,1,79.074,3.0,1.0,,,20.854,37.288,20.932,3907.679,3944.967,3965.899,193.0,183.0,255.0,260.0,True,MEDIUM,3.0,True,Red Bull Racing,3886.802,2023-05-28 13:05:47.779,1,1.0,False,,False,True
4044.005,VER,1,78.129,4.0,1.0,,,20.835,36.637,20.657,3986.734,4023.371,4044.028,192.0,187.0,256.0,259.0,True,MEDIUM,4.0,True,Red Bull Racing,3965.876,2023-05-28 13:07:06.853,1,1.0,False,,False,True
4122.024,VER,1,78.019,5.0,1.0,,,20.745,36.734,20.54,4064.773,4101.507,4122.047,188.0,187.0,256.0,260.0,True,MEDIUM,5.0,True,Red Bull Racing,4044.005,2023-05-28 13:08:24.982,1,1.0,False,,False,True
4199.664,VER,1,77.64,6.0,1.0,,,20.488,36.55,20.602,4142.535,4179.085,4199.687,193.0,185.0,255.0,260.0,True,MEDIUM,6.0,True,Red Bull Racing,4122.024,2023-05-28 13:09:43.001,1,1.0,False,,False,True
4277.297,VER,1,77.633,7.0,1.0,,,20.483,36.479,20.671,4220.17,4256.649,4277.32,194.0,185.0,256.0,260.0,True,MEDIUM,7.0,True,Red Bull Racing,4199.664,2023-05-28 13:11:00.641,1,1.0,False,,False,True
4354.694,VER,1,77.397,8.0,1.0,,,20.432,36.457,20.508,4297.752,4334.209,4354.717,195.0,187.0,256.0,260.0,True,MEDIUM,8.0,True,Red Bull Racing,4277.297,2023-05-28 13:12:18.274,1,1.0,False,,False,True
4431.725,VER,1,77.031,9.0,1.0,,,20.438,36.224,20.369,4375.155,4411.379,4431.748,196.0,191.0,256.0,260.0,True,MEDIUM,9.0,True,Red Bull Racing,4354.694,2023-05-28 13:13:35.671,1,1.0,False,,False,True
4508.809,VER,1,77.084,10.0,1.0,,,20.452,36.232,20.4,4452.2,4488.432,4508.832,,191.0,256.0,260.0,False,MEDIUM,10.0,True,Red Bull Racing,4431.725,2023-05-28 13:14:52.702,1,1.0,False,,False,True
4585.667,VER,1,76.858,11.0,1.0,,,20.311,36.15,20.397,4529.143,4565.293,4585.69,195.0,190.0,256.0,260.0,True,MEDIUM,11.0,True,Red Bull Racing,4508.809,2023-05-28 13:16:09.786,1,1.0,False,,False,True
4662.66,VER,1,76.993,12.0,1.0,,,20.386,36.053,20.554,4606.076,4642.129,4662.683,197.0,189.0,256.0,261.0,False,MEDIUM,12.0,True,Red Bull Racing,4585.667,2023-05-28 13:17:26.644,12,1.0,False,,False,True
4740.094,VER,1,77.434,13.0,1.0,,,20.811,36.267,20.356,4683.494,4719.761,4740.117,,187.0,256.0,261.0,False,MEDIUM,13.0,True,Red Bull Racing,4662.66,2023-05-28 13:18:43.637,21,1.0,False,,False,True
4817.159,VER,1,77.065,14.0,1.0,,,20.338,36.223,20.504,4760.455,4796.678,4817.182,198.0,188.0,257.0,261.0,False,MEDIUM,14.0,True,Red Bull Racing,4740.094,2023-05-28 13:20:01.071,12,1.0,False,,False,True
4894.238,VER,1,77.079,15.0,1.0,,,20.271,36.248,20.56,4837.453,4873.701,4894.261,197.0,190.0,257.0,261.0,False,MEDIUM,15.0,True,Red Bull Racing,4817.159,2023-05-28 13:21:18.136,21,1.0,False,,False,True
4971.062,VER,1,76.824,16.0,1.0,,,20.269,36.135,20.42,4914.53,4950.665,4971.085,,189.0,256.0,262.0,True,MEDIUM,16.0,True,Red Bull Racing,4894.238,2023-05-28 13:22:35.215,1,1.0,False,,False,True
5047.922,VER,1,76.86,17.0,1.0,,,20.186,36.21,20.464,4991.271,5027.481,5047.945,199.0,191.0,257.0,262.0,False,MEDIUM,17.0,True,Red Bull Racing,4971.062,2023-05-28 13:23:52.039,1,1.0,False,,False,True
5124.634,VER,1,76.712,18.0,1.0,,,20.148,36.094,20.47,5068.093,5104.187,5124.657,201.0,191.0,257.0,263.0,True,MEDIUM,18.0,True,Red Bull Racing,5047.922,2023-05-28 13:25:08.899,1,1.0,False,,False,True
5201.457,VER,1,76.823,19.0,1.0,,,20.223,36.163,20.437,5144.88,5181.043,5201.48,,191.0,257.0,264.0,False,MEDIUM,19.0,True,Red Bull Racing,5124.634,2023-05-28 13:26:25.611,1,1.0,False,,False,True
5278.671,VER,1,77.214,20.0,1.0,,,20.207,36.333,20.674,5221.687,5258.02,5278.694,197.0,190.0,258.0,267.0,False,MEDIUM,20.0,True,Red Bull Racing,5201.457,2023-05-28 13:27:42.434,1,1.0,False,,False,True
