Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
3785.095,VER,1,77.639,1.0,1.0,,,,31.613,25.44,,3759.687,3785.187,292.0,233.0,109.0,297.0,False,MEDIUM,1.0,True,Red Bull Racing,3707.219,2023-07-02 13:02:48.211,124,1.0,False,,False,False
3900.574,VER,1,115.479,2.0,1.0,,3897.2,31.698,46.293,37.488,3816.813,3863.106,3900.594,176.0,184.0,,195.0,False,MEDIUM,2.0,True,Red Bull Racing,3785.095,2023-07-02 13:04:06.087,4,1.0,False,,False,False
4025.295,VER,1,124.721,3.0,2.0,3913.56,,37.877,46.298,40.546,3938.471,3984.769,4025.315,191.0,61.0,270.0,236.0,False,MEDIUM,3.0,False,Red Bull Racing,3900.574,2023-07-02 13:06:01.566,41,1.0,False,,False,False
4094.986,VER,1,69.691,4.0,2.0,,,17.618,30.97,21.103,4042.933,4073.903,4095.006,293.0,230.0,270.0,297.0,True,MEDIUM,4.0,False,Red Bull Racing,4025.295,2023-07-02 13:08:06.287,1,1.0,False,,False,True
4165.012,VER,1,70.026,5.0,2.0,,,17.716,31.158,21.152,4112.722,4143.88,4165.032,285.0,230.0,270.0,289.0,False,MEDIUM,5.0,False,Red Bull Racing,4094.986,2023-07-02 13:09:15.978,1,1.0,False,,False,True
4235.168,VER,1,70.156,6.0,2.0,,,17.681,31.308,21.167,4182.713,4214.021,4235.188,286.0,231.0,270.0,288.0,False,MEDIUM,6.0,False,Red Bull Racing,4165.012,2023-07-02 13:10:26.004,1,1.0,False,,False,True
4305.336,VER,1,70.168,7.0,2.0,,,17.733,31.265,21.17,4252.921,4284.186,4305.356,288.0,228.0,271.0,291.0,False,MEDIUM,7.0,False,Red Bull Racing,4235.168,2023-07-02 13:11:36.160,1,1.0,False,,False,True
4375.303,VER,1,69.967,8.0,2.0,,,17.679,31.137,21.151,4323.035,4354.172,4375.323,290.0,229.0,271.0,292.0,False,MEDIUM,8.0,False,Red Bull Racing,4305.336,2023-07-02 13:12:46.328,1,1.0,False,,False,True
4445.292,VER,1,69.989,9.0,2.0,,,17.59,31.216,21.183,4392.913,4424.129,4445.312,293.0,230.0,271.0,291.0,False,MEDIUM,9.0,False,Red Bull Racing,4375.303,2023-07-02 13:13:56.295,1,1.0,False,,False,True
4515.148,VER,1,69.856,10.0,2.0,,,17.605,31.174,21.077,4462.917,4494.091,4515.168,291.0,228.0,271.0,290.0,False,MEDIUM,10.0,False,Red Bull Racing,4445.292,2023-07-02 13:15:06.284,1,1.0,False,,False,True
4585.199,VER,1,70.051,11.0,2.0,,,17.643,31.272,21.136,4532.811,4564.083,4585.219,293.0,228.0,270.0,293.0,False,MEDIUM,11.0,False,Red Bull Racing,4515.148,2023-07-02 13:16:16.140,1,1.0,False,,False,True
4655.032,VER,1,69.833,12.0,2.0,,,17.591,31.121,21.121,4602.81,4633.931,4655.052,296.0,230.0,270.0,294.0,False,MEDIUM,12.0,False,Red Bull Racing,4585.199,2023-07-02 13:17:26.191,1,1.0,False,,False,True
4725.228,VER,1,70.196,13.0,2.0,,,17.669,31.232,21.295,4672.721,4703.953,4725.248,295.0,229.0,269.0,291.0,False,MEDIUM,13.0,False,Red Bull Racing,4655.032,2023-07-02 13:18:36.024,12,1.0,False,,False,True
4798.801,VER,1,73.573,14.0,2.0,,,17.65,31.903,24.02,4742.898,4774.801,4798.821,275.0,229.0,93.0,293.0,False,MEDIUM,14.0,False,Red Bull Racing,4725.228,2023-07-02 13:19:46.220,26,1.0,False,,False,False
4892.393,VER,1,93.592,15.0,2.0,,,24.171,40.334,29.087,4822.992,4863.326,4892.413,219.0,203.0,197.0,280.0,False,MEDIUM,15.0,False,Red Bull Racing,4798.801,2023-07-02 13:20:59.793,6,1.0,False,,False,False
4972.004,VER,1,79.611,16.0,2.0,,,24.619,33.788,21.204,4917.032,4950.82,4972.024,173.0,231.0,270.0,287.0,False,MEDIUM,16.0,False,Red Bull Racing,4892.393,2023-07-02 13:22:33.385,671,1.0,False,,False,False
5041.928,VER,1,69.924,17.0,2.0,,,17.653,31.205,21.066,4989.677,5020.882,5041.948,299.0,230.0,270.0,290.0,False,MEDIUM,17.0,False,Red Bull Racing,4972.004,2023-07-02 13:23:52.996,1,1.0,False,,False,True
5111.93,VER,1,70.002,18.0,2.0,,,17.681,31.181,21.14,5059.629,5090.81,5111.95,293.0,228.0,271.0,292.0,False,MEDIUM,18.0,False,Red Bull Racing,5041.928,2023-07-02 13:25:02.920,1,1.0,False,,False,True
5181.872,VER,1,69.942,19.0,2.0,,,17.622,31.213,21.107,5129.572,5160.785,5181.892,295.0,228.0,270.0,292.0,False,MEDIUM,19.0,False,Red Bull Racing,5111.93,2023-07-02 13:26:12.922,1,1.0,False,,False,True
5252.032,VER,1,70.16,20.0,2.0,,,17.672,31.316,21.172,5199.564,5230.88,5252.052,293.0,229.0,270.0,293.0,False,MEDIUM,20.0,False,Red Bull Racing,5181.872,2023-07-02 13:27:22.864,1,1.0,False,,False,True
5322.174,VER,1,70.142,21.0,2.0,,,17.729,31.264,21.149,5269.781,5301.045,5322.194,,230.0,271.0,295.0,False,MEDIUM,21.0,False,Red Bull Racing,5252.032,2023-07-02 13:28:33.024,1,1.0,False,,False,True
5392.511,VER,1,70.337,22.0,2.0,,,17.662,31.399,21.276,5339.856,5371.255,5392.531,,225.0,270.0,293.0,False,MEDIUM,22.0,False,Red Bull Racing,5322.174,2023-07-02 13:29:43.166,1,1.0,False,,False,True
5462.907,VER,1,70.396,23.0,2.0,,,17.659,31.502,21.235,5410.19,5441.692,5462.927,295.0,227.0,270.0,296.0,False,MEDIUM,23.0,False,Red Bull Racing,5392.511,2023-07-02 13:30:53.503,1,1.0,False,,False,True
5536.426,VER,1,73.519,24.0,2.0,,5533.14,17.669,31.481,24.369,5480.596,5512.077,5536.446,294.0,229.0,,295.0,False,MEDIUM,24.0,False,Red Bull Racing,5462.907,2023-07-02 13:32:03.899,1,1.0,False,,False,False
5623.195,VER,1,86.769,25.0,3.0,5554.421,,34.338,31.305,21.126,5570.784,5602.089,5623.215,304.0,231.0,282.0,318.0,False,HARD,1.0,True,Red Bull Racing,5536.426,2023-07-02 13:33:17.418,1,3.0,False,,False,False
5692.124,VER,1,68.929,26.0,3.0,,,17.321,30.689,20.919,5640.536,5671.225,5692.144,320.0,233.0,273.0,315.0,True,HARD,2.0,True,Red Bull Racing,5623.195,2023-07-02 13:34:44.187,1,2.0,False,,False,True
