Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
3826.121,VER,1,97.167,1.0,1.0,,,,38.051,26.073,,3800.151,3826.213,300.0,254.0,246.0,296.0,False,MEDIUM,1.0,True,Red Bull Racing,3728.731,2023-07-09 14:03:09.767,1,2.0,False,,False,False
3919.554,VER,1,93.433,2.0,1.0,,,29.616,38.0,25.817,3855.751,3893.751,3919.568,290.0,255.0,244.0,291.0,True,MEDIUM,2.0,True,Red Bull Racing,3826.121,2023-07-09 14:04:47.157,1,2.0,False,,False,True
4012.284,VER,1,92.73,3.0,1.0,,,29.38,37.69,25.66,3948.948,3986.638,4012.298,311.0,259.0,245.0,318.0,True,MEDIUM,3.0,True,Red Bull Racing,3919.554,2023-07-09 14:06:20.590,1,2.0,False,,False,True
4105.064,VER,1,92.78,4.0,1.0,,,29.407,37.65,25.723,4041.705,4079.355,4105.078,313.0,259.0,245.0,316.0,False,MEDIUM,4.0,True,Red Bull Racing,4012.284,2023-07-09 14:07:53.320,1,2.0,False,,False,True
4197.646,VER,1,92.582,5.0,1.0,,,29.338,37.403,25.841,4134.416,4171.819,4197.66,320.0,254.0,244.0,288.0,True,MEDIUM,5.0,True,Red Bull Racing,4105.064,2023-07-09 14:09:26.100,1,1.0,False,,False,True
4290.673,VER,1,93.027,6.0,1.0,,,29.667,37.543,25.817,4227.327,4264.87,4290.687,290.0,255.0,245.0,285.0,False,MEDIUM,6.0,True,Red Bull Racing,4197.646,2023-07-09 14:10:58.682,1,1.0,False,,False,True
4383.773,VER,1,93.1,7.0,1.0,,,29.726,37.612,25.762,4320.413,4358.025,4383.787,292.0,255.0,245.0,287.0,False,MEDIUM,7.0,True,Red Bull Racing,4290.673,2023-07-09 14:12:31.709,1,1.0,False,,False,True
4476.657,VER,1,92.884,8.0,1.0,,,29.625,37.578,25.681,4413.412,4450.99,4476.671,293.0,256.0,245.0,287.0,False,MEDIUM,8.0,True,Red Bull Racing,4383.773,2023-07-09 14:14:04.809,1,1.0,False,,False,True
4569.479,VER,1,92.822,9.0,1.0,,,29.78,37.489,25.553,4506.451,4543.94,4569.493,291.0,257.0,246.0,288.0,False,MEDIUM,9.0,True,Red Bull Racing,4476.657,2023-07-09 14:15:37.693,1,1.0,False,,False,True
4662.073,VER,1,92.594,10.0,1.0,,,29.66,37.373,25.561,4599.153,4636.526,4662.087,293.0,257.0,245.0,287.0,False,MEDIUM,10.0,True,Red Bull Racing,4569.479,2023-07-09 14:17:10.515,1,1.0,False,,False,True
4754.67,VER,1,92.597,11.0,1.0,,,29.586,37.463,25.548,4691.673,4729.136,4754.684,292.0,256.0,246.0,287.0,False,MEDIUM,11.0,True,Red Bull Racing,4662.073,2023-07-09 14:18:43.109,1,1.0,False,,False,True
4847.357,VER,1,92.687,12.0,1.0,,,29.742,37.389,25.556,4784.426,4821.815,4847.371,293.0,256.0,244.0,288.0,False,MEDIUM,12.0,True,Red Bull Racing,4754.67,2023-07-09 14:20:15.706,1,1.0,False,,False,True
4940.035,VER,1,92.678,13.0,1.0,,,29.703,37.319,25.656,4877.074,4914.393,4940.049,,256.0,244.0,287.0,False,MEDIUM,13.0,True,Red Bull Racing,4847.357,2023-07-09 14:21:48.393,1,1.0,False,,False,True
5033.081,VER,1,93.046,14.0,1.0,,,30.031,37.422,25.593,4970.08,5007.502,5033.095,289.0,255.0,246.0,289.0,False,MEDIUM,14.0,True,Red Bull Racing,4940.035,2023-07-09 14:23:21.071,1,1.0,False,,False,True
5126.071,VER,1,92.99,15.0,1.0,,,29.96,37.469,25.561,5063.055,5100.524,5126.085,,255.0,245.0,290.0,False,MEDIUM,15.0,True,Red Bull Racing,5033.081,2023-07-09 14:24:54.117,1,1.0,False,,False,True
5218.879,VER,1,92.808,16.0,1.0,,,29.914,37.373,25.521,5155.999,5193.372,5218.893,291.0,257.0,245.0,291.0,False,MEDIUM,16.0,True,Red Bull Racing,5126.071,2023-07-09 14:26:27.107,1,1.0,False,,False,True
5311.482,VER,1,92.603,17.0,1.0,,,29.803,37.276,25.524,5248.696,5285.972,5311.496,289.0,256.0,246.0,290.0,False,MEDIUM,17.0,True,Red Bull Racing,5218.879,2023-07-09 14:27:59.915,1,1.0,False,,False,True
5403.989,VER,1,92.507,18.0,1.0,,,29.877,37.283,25.347,5341.373,5378.656,5404.003,290.0,256.0,245.0,293.0,True,MEDIUM,18.0,True,Red Bull Racing,5311.482,2023-07-09 14:29:32.518,1,1.0,False,,False,True
5496.327,VER,1,92.338,19.0,1.0,,,29.799,37.24,25.299,5433.802,5471.042,5496.341,,256.0,246.0,291.0,True,MEDIUM,19.0,True,Red Bull Racing,5403.989,2023-07-09 14:31:05.025,1,1.0,False,,False,True
5588.622,VER,1,92.295,20.0,1.0,,,29.772,37.273,25.25,5526.113,5563.386,5588.636,,257.0,247.0,293.0,True,MEDIUM,20.0,True,Red Bull Racing,5496.327,2023-07-09 14:32:37.363,1,1.0,False,,False,True
5681.116,VER,1,92.494,21.0,1.0,,,29.903,37.239,25.352,5618.539,5655.778,5681.13,,256.0,247.0,292.0,False,MEDIUM,21.0,True,Red Bull Racing,5588.622,2023-07-09 14:34:09.658,1,1.0,False,,False,True
5773.3,VER,1,92.184,22.0,1.0,,,29.664,37.134,25.386,5710.794,5747.928,5773.314,,257.0,246.0,292.0,True,MEDIUM,22.0,True,Red Bull Racing,5681.116,2023-07-09 14:35:42.152,1,1.0,False,,False,True
5865.572,VER,1,92.272,23.0,1.0,,,29.759,37.172,25.341,5803.073,5840.245,5865.586,,256.0,246.0,294.0,False,MEDIUM,23.0,True,Red Bull Racing,5773.3,2023-07-09 14:37:14.336,1,1.0,False,,False,True
5957.922,VER,1,92.35,24.0,1.0,,,29.872,37.108,25.37,5895.458,5932.566,5957.936,291.0,257.0,246.0,294.0,False,MEDIUM,24.0,True,Red Bull Racing,5865.572,2023-07-09 14:38:46.608,1,1.0,False,,False,True
6050.217,VER,1,92.295,25.0,1.0,,,29.912,37.183,25.2,5987.848,6025.031,6050.231,289.0,257.0,247.0,297.0,False,MEDIUM,25.0,True,Red Bull Racing,5957.922,2023-07-09 14:40:18.958,1,1.0,False,,False,True
6142.493,VER,1,92.276,26.0,1.0,,,29.752,37.242,25.282,6079.983,6117.225,6142.507,288.0,257.0,247.0,292.0,False,MEDIUM,26.0,True,Red Bull Racing,6050.217,2023-07-09 14:41:51.253,1,1.0,False,,False,True
6234.631,VER,1,92.138,27.0,1.0,,,29.668,37.223,25.247,6172.175,6209.398,6234.645,290.0,257.0,247.0,294.0,True,MEDIUM,27.0,True,Red Bull Racing,6142.493,2023-07-09 14:43:23.529,1,1.0,False,,False,True
6326.846,VER,1,92.215,28.0,1.0,,,29.826,37.244,25.145,6264.471,6301.715,6326.86,289.0,256.0,248.0,295.0,False,MEDIUM,28.0,True,Red Bull Racing,6234.631,2023-07-09 14:44:55.667,1,1.0,False,,False,True
6419.097,VER,1,92.251,29.0,1.0,,,29.871,37.266,25.114,6356.731,6393.997,6419.111,290.0,257.0,248.0,295.0,False,MEDIUM,29.0,True,Red Bull Racing,6326.846,2023-07-09 14:46:27.882,1,1.0,False,,False,True
