Time,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed
3.938,24.2,68.0,1002.9,False,42.1,70,0.8
63.941,24.2,68.0,1002.7,False,41.5,346,0.8
123.935,24.2,68.0,1002.9,False,41.5,335,2.4
183.939,24.1,68.0,1002.9,False,41.3,320,0.6
243.938,24.2,69.0,1002.9,False,41.2,51,0.6
303.93,24.1,68.0,1002.7,False,41.4,192,1.0
363.939,24.1,68.0,1002.7,False,41.6,335,0.8
423.938,24.1,68.0,1002.7,False,41.4,0,0.8
483.938,24.2,68.0,1002.7,False,41.4,333,1.3
543.946,24.3,68.0,1002.7,False,41.2,65,0.8
603.953,24.3,67.0,1002.7,False,41.2,344,0.8
663.944,24.2,66.0,1002.7,False,40.8,330,2.2
723.94,24.1,67.0,1002.7,False,40.1,0,1.2
783.939,24.0,68.0,1002.7,False,40.0,345,0.8
843.943,24.0,69.0,1002.7,False,40.0,41,1.1
903.941,23.9,68.0,1002.7,False,39.8,337,1.3
963.944,23.8,69.0,1002.7,False,39.7,349,2.2
1023.94,23.7,69.0,1002.7,False,39.1,358,1.8
1083.939,23.6,70.0,1002.9,False,39.2,335,1.2
1143.938,23.5,70.0,1002.9,False,39.2,355,1.2
1203.939,23.5,70.0,1002.7,False,39.3,339,1.3
1263.941,23.5,70.0,1002.7,False,39.0,353,1.6
1323.939,23.6,70.0,1002.9,False,39.0,345,1.0
1383.941,23.6,70.0,1002.7,False,39.6,336,1.7
1443.975,23.5,70.0,1002.9,False,38.9,346,1.5
1503.939,23.5,70.0,1002.7,False,38.9,325,2.0
1563.944,23.5,70.0,1002.7,False,39.1,353,1.2
1623.94,23.5,70.0,1002.7,False,39.1,322,1.7
1683.944,23.4,70.0,1002.7,False,39.1,354,0.8
1743.94,23.5,71.0,1002.7,False,39.1,6,1.2
1803.939,23.5,70.0,1002.7,False,39.6,0,0.8
1863.939,23.5,69.0,1002.7,False,39.8,351,1.1
1923.936,23.3,69.0,1002.9,False,39.6,1,1.0
1983.958,23.2,70.0,1002.9,False,38.0,347,1.2
2043.94,23.2,70.0,1002.9,False,37.9,348,1.2
2103.94,23.2,71.0,1002.9,False,37.7,346,1.7
2163.94,23.0,71.0,1002.9,False,37.7,346,1.7
2223.94,23.0,71.0,1003.0,False,37.6,4,1.0
2283.941,23.0,72.0,1002.9,False,37.4,339,1.0
2343.94,22.9,71.0,1003.0,False,37.7,357,1.8
2403.94,23.0,71.0,1003.0,False,37.4,57,1.2
2463.941,23.0,71.0,1003.0,False,37.4,334,0.6
2523.939,23.0,72.0,1003.0,False,37.5,340,1.7
2583.943,23.1,72.0,1002.9,False,37.5,340,1.6
2643.939,23.1,71.0,1002.9,False,37.5,37,1.7
2703.943,23.0,70.0,1002.9,False,37.3,341,1.3
2763.941,22.9,70.0,1002.9,False,36.6,341,1.2
2823.962,22.9,70.0,1002.9,False,36.5,332,1.7
2883.94,22.9,72.0,1002.9,True,36.4,341,1.2
2943.94,22.8,72.0,1002.7,True,36.0,335,1.5
3003.94,22.8,72.0,1002.7,True,36.0,341,1.6
3063.95,22.9,73.0,1002.7,True,35.0,3,1.1
3123.942,22.9,74.0,1002.7,True,34.2,338,0.8
3183.941,23.0,74.0,1002.7,True,33.9,18,0.8
3243.964,23.1,74.0,1002.7,True,33.4,329,0.8
3303.974,22.9,75.0,1002.9,True,32.5,342,1.2
3363.941,22.9,76.0,1002.7,True,32.5,341,1.7
3423.942,22.9,77.0,1002.7,True,32.4,330,2.0
3483.942,22.6,76.0,1002.7,True,32.3,337,1.5
3543.942,22.5,77.0,1002.7,True,32.0,338,1.2
3603.943,22.5,77.0,1002.7,True,32.3,332,1.0
3663.943,22.6,77.0,1002.7,True,32.3,354,1.2
3723.953,22.4,78.0,1002.7,True,32.2,334,0.5
3783.941,22.4,77.0,1002.5,True,32.2,343,1.5
3843.933,22.3,77.0,1002.7,True,32.2,343,1.8
3903.951,22.2,77.0,1002.7,True,31.3,329,2.0
3963.941,22.2,77.0,1002.7,True,30.4,352,1.6
4023.943,22.2,77.0,1002.7,True,30.4,3,1.6
4083.942,22.1,78.0,1002.7,True,30.3,348,1.3
4143.943,22.2,79.0,1002.7,True,30.0,344,1.6
4203.944,22.1,78.0,1002.7,True,30.0,40,1.5
4263.948,22.0,80.0,1002.7,True,29.0,342,0.6
4323.943,21.9,80.0,1002.7,True,28.7,338,1.0
4383.947,21.9,81.0,1002.7,True,28.7,344,1.0
4443.943,21.9,81.0,1002.7,True,28.7,344,1.0
4503.944,21.9,81.0,1002.7,True,28.7,344,1.0
4563.944,21.7,81.0,1002.7,True,28.7,344,1.0
4623.957,21.8,81.0,1002.7,True,28.7,344,1.0
4683.946,21.7,83.0,1002.7,True,29.6,339,1.1
4743.943,21.8,84.0,1002.7,True,30.2,234,0.5
4803.946,21.9,85.0,1002.7,True,28.6,337,1.1
4863.961,22.1,82.0,1002.9,True,27.6,349,2.2
4923.942,22.0,84.0,1002.9,True,26.4,336,1.3
4983.943,21.8,86.0,1002.7,True,26.3,320,0.6
5043.949,21.8,86.0,1002.9,True,26.3,330,0.6
5103.953,21.8,87.0,1002.9,True,27.5,321,1.0
5163.945,21.7,86.0,1002.7,True,28.4,328,0.8
5223.943,21.7,86.0,1002.9,True,28.6,335,0.8
5283.942,21.4,87.0,1003.0,True,28.9,0,1.1
5343.941,21.3,87.0,1002.9,True,29.0,268,0.0
5403.946,21.3,88.0,1002.9,True,29.2,344,0.6
5463.962,21.4,88.0,1002.9,True,29.6,344,0.8
5523.974,21.4,88.0,1003.0,True,29.6,346,0.5
5583.993,21.4,87.0,1003.0,True,29.9,311,0.8
5643.978,21.5,87.0,1003.0,True,29.9,311,0.8
5703.994,21.4,86.0,1002.9,True,29.5,258,0.6
5764.0,21.4,87.0,1002.9,True,29.6,326,0.6
5824.006,21.2,87.0,1002.9,True,29.6,351,0.8
5884.022,21.2,87.0,1002.9,True,29.6,352,1.2
5944.037,21.2,86.0,1002.9,True,29.5,337,1.0
6004.038,21.3,87.0,1002.9,True,29.2,343,1.2
6064.053,21.1,86.0,1002.9,True,28.7,1,2.0
6124.061,21.1,87.0,1002.9,True,28.7,348,1.2
6184.079,21.1,86.0,1002.9,True,28.7,340,1.6
6244.08,21.1,87.0,1002.9,True,28.4,353,1.1
6304.068,21.1,87.0,1002.7,True,27.9,349,2.2
6364.069,21.1,87.0,1002.9,True,27.9,343,1.3
6424.068,21.0,87.0,1002.9,True,28.4,20,1.7
6484.069,21.1,86.0,1002.9,True,28.4,341,1.0
6544.077,21.1,86.0,1003.0,True,28.6,318,1.1
6604.07,21.2,86.0,1003.0,True,28.6,351,1.1
6664.072,21.1,86.0,1003.0,True,28.6,6,1.7
6724.069,20.9,86.0,1002.9,True,28.6,0,1.5
6784.07,20.9,87.0,1002.9,True,28.6,16,1.7
6844.075,21.0,86.0,1003.0,True,28.7,322,0.8
6904.068,21.0,87.0,1003.0,False,28.8,272,1.0
6964.077,21.2,85.0,1002.9,True,29.1,12,1.2
7024.069,21.2,86.0,1003.0,False,29.2,329,0.6
7084.069,21.1,86.0,1003.0,False,29.4,14,0.6
7144.071,21.1,85.0,1003.0,False,29.4,340,1.0
7204.073,21.2,85.0,1003.0,False,29.4,323,1.2
7264.069,21.2,86.0,1003.0,False,29.4,8,0.6
7324.07,21.2,84.0,1003.0,False,29.3,0,0.6
7384.074,21.2,85.0,1003.0,False,29.2,64,1.0
7444.071,21.2,84.0,1003.0,False,29.1,2,2.2
7504.072,21.2,84.0,1003.0,False,28.9,0,1.3
7564.079,21.1,85.0,1003.0,False,28.8,348,0.6
7624.081,21.2,84.0,1003.0,False,29.1,340,1.7
7684.07,21.3,82.0,1003.0,False,29.1,139,3.2
7744.072,21.3,85.0,1003.0,False,28.8,4,0.8
7804.078,21.3,83.0,1003.0,False,28.6,6,1.2
7864.1,21.3,84.0,1003.0,False,28.8,358,1.1
7924.081,21.4,83.0,1003.0,False,28.6,103,0.8
7984.072,21.5,83.0,1003.0,False,28.5,12,0.6
8044.07,21.6,83.0,1003.0,False,28.5,127,0.6
8104.074,21.5,82.0,1003.0,False,28.4,298,0.6
8164.081,21.6,83.0,1003.0,True,28.3,200,0.8
8224.071,21.7,82.0,1003.0,True,28.5,27,0.8
8284.076,21.8,81.0,1003.0,True,28.2,278,1.2
8344.086,21.7,81.0,1003.0,True,28.1,2,0.5
8404.146,21.6,81.0,1003.0,True,28.1,202,0.6
8464.124,21.7,81.0,1003.2,True,28.2,271,0.6
8524.138,21.9,80.0,1003.2,True,28.3,183,0.8
8584.151,21.9,80.0,1003.2,True,27.9,357,1.1
8644.166,22.0,79.0,1003.2,True,27.6,79,0.8
8704.156,21.9,78.0,1003.2,True,27.3,254,0.5
8764.167,22.0,79.0,1003.2,True,27.1,28,0.6
8824.181,22.0,77.0,1003.2,True,27.0,98,1.3
8884.231,21.9,78.0,1003.2,True,27.0,346,0.6
8944.204,21.8,79.0,1003.2,True,26.4,187,0.4
9004.198,21.9,78.0,1003.2,True,27.2,214,1.1
9064.202,21.9,78.0,1003.2,True,27.0,214,1.0
9124.198,21.9,77.0,1003.2,True,26.9,4,1.0
9184.205,22.1,76.0,1003.2,False,26.9,0,0.8
9244.198,22.0,77.0,1003.2,True,26.8,355,0.4
9304.202,22.0,77.0,1003.2,True,27.1,110,0.6
9364.202,22.1,76.0,1003.2,True,27.1,139,0.6
9424.217,22.0,77.0,1003.2,True,27.1,117,0.5
9484.205,22.0,76.0,1003.2,True,27.5,111,0.4
9544.188,22.1,76.0,1003.2,True,27.6,108,0.5
9604.2,22.2,76.0,1003.2,True,27.4,116,0.5
9664.203,22.1,76.0,1003.0,True,27.3,78,0.3
9724.204,22.2,75.0,1003.2,True,27.3,0,0.0
9784.2,22.1,76.0,1003.2,True,27.2,173,0.0
9844.199,22.2,75.0,1003.2,True,27.6,0,0.8
9904.201,22.2,75.0,1003.2,True,27.8,0,0.8
9964.2,22.3,76.0,1003.2,True,27.9,292,0.3
10024.207,22.3,75.0,1003.2,True,27.9,170,0.8
10084.198,22.2,75.0,1003.2,True,27.9,170,1.0
10144.223,22.3,75.0,1003.2,True,28.0,153,0.6
10204.212,22.4,75.0,1003.2,True,28.3,131,0.8
10264.2,22.3,73.0,1003.2,True,28.7,41,0.5
10324.275,22.4,73.0,1003.2,True,28.7,72,0.6
10384.199,22.3,73.0,1003.0,True,28.3,0,0.6
10444.201,22.3,73.0,1003.2,False,27.8,346,0.5
10504.201,22.3,74.0,1003.2,False,27.8,102,0.6
10564.202,22.2,75.0,1003.2,False,27.8,191,0.6
10624.199,22.2,74.0,1003.2,False,28.4,343,0.6
10684.244,22.2,74.0,1003.2,False,28.4,342,1.1
10744.318,22.2,73.0,1003.2,False,28.4,3,1.3
10804.23,22.1,74.0,1003.0,False,28.2,338,1.1
10864.23,22.1,74.0,1003.2,False,28.2,159,1.5
10924.278,22.0,74.0,1003.2,False,28.1,63,0.6
10984.246,22.0,75.0,1003.2,False,28.2,333,0.4
11044.251,22.0,74.0,1003.2,False,28.5,10,0.8
11104.25,22.0,74.0,1003.2,False,28.6,30,0.0
11164.245,22.0,74.0,1003.2,False,28.5,56,1.0
11224.259,22.0,75.0,1003.2,False,28.5,312,0.6
11284.276,21.9,74.0,1003.2,False,28.5,0,0.0
11344.276,21.9,73.0,1003.2,False,28.5,28,0.5
11404.291,21.9,74.0,1003.2,False,28.5,12,0.6
11464.308,21.9,73.0,1003.2,False,28.3,1,0.8
11524.322,21.9,74.0,1003.2,False,28.2,281,0.5
11584.323,21.9,73.0,1003.2,False,28.2,40,0.5
11644.342,21.9,73.0,1003.2,False,28.1,13,1.2
11704.364,21.9,73.0,1003.2,False,28.1,13,1.2
11764.371,21.8,73.0,1003.2,False,28.0,0,0.6
11824.371,21.9,73.0,1003.2,False,28.0,0,0.3
11884.371,21.9,74.0,1003.2,False,28.0,323,0.6
11944.398,21.9,74.0,1003.2,False,28.3,0,0.8
12004.424,21.9,73.0,1003.2,False,28.5,0,0.6
12064.419,22.0,73.0,1003.2,False,28.6,186,0.4
12124.416,22.0,73.0,1003.2,False,28.8,257,1.0
12184.439,22.1,72.0,1003.2,False,28.8,159,1.1
12244.45,22.2,72.0,1003.0,False,28.9,86,0.6
12304.448,22.3,71.0,1003.2,False,28.9,239,0.5
12364.448,22.3,72.0,1003.0,True,29.1,260,1.2
12424.461,22.3,70.0,1003.0,False,29.1,330,1.2
12484.451,22.4,70.0,1003.2,False,28.8,0,0.6
12544.448,22.3,70.0,1003.2,False,28.8,55,0.6
12604.448,22.3,71.0,1003.0,False,28.7,300,0.4
12664.451,22.4,71.0,1003.2,False,28.9,188,0.6
12724.45,22.5,71.0,1003.2,False,29.1,146,0.6
12784.448,22.5,71.0,1003.2,False,29.4,178,0.8
12844.457,22.6,70.0,1003.2,False,29.4,201,0.8
